"Indicator.Code","Indicator.Name"
"UIS.TRTP.0.M","Percentage of male teachers in pre-primary education who are trained, male (%)"
"SE.PRM.TCAQ.MA.ZS","Percentage of male teachers in primary education who are trained, male (%)"
"SE.SEC.TCAQ.MA.ZS","Percentage of male teachers in secondary education who are trained, male (%)"
"UIS.TRTP.3.M","Percentage of male teachers in upper secondary education who are trained, male (%)"
"UIS.ECDP.1","Percentage of new entrants to Grade 1 of primary education with early childhood educational experience, both sexes (%)"
"UIS.ECDP.1.F","Percentage of new entrants to Grade 1 of primary education with early childhood educational experience, female (%)"
"UIS.ECDP.1.GPI","Percentage of new entrants to Grade 1 of primary education with early childhood educational experience, gender parity index (GPI)"
"UIS.ECDP.1.M","Percentage of new entrants to Grade 1 of primary education with early childhood educational experience, male (%)"
"UIS.REPP.2.GPV.G1","Percentage of repeaters in Grade 1 of lower secondary general education, both sexes (%)"
"UIS.REPP.2.GPV.G1.F","Percentage of repeaters in Grade 1 of lower secondary general education, female (%)"
"UIS.REPP.2.GPV.G1.M","Percentage of repeaters in Grade 1 of lower secondary general education, male (%)"
"UIS.REPP.1.G1","Percentage of repeaters in Grade 1 of primary education, both sexes (%)"
"UIS.REPP.1.G1.F","Percentage of repeaters in Grade 1 of primary education, female (%)"
"UIS.REPP.1.G1.M","Percentage of repeaters in Grade 1 of primary education, male (%)"
"UIS.REPP.2.GPV.G2","Percentage of repeaters in Grade 2 of lower secondary general education, both sexes (%)"
"UIS.REPP.2.GPV.G2.F","Percentage of repeaters in Grade 2 of lower secondary general education, female (%)"
"UIS.REPP.2.GPV.G2.M","Percentage of repeaters in Grade 2 of lower secondary general education, male (%)"
"UIS.REPP.1.G2","Percentage of repeaters in Grade 2 of primary education, both sexes (%)"
"UIS.REPP.1.G2.F","Percentage of repeaters in Grade 2 of primary education, female (%)"
"UIS.REPP.1.G2.M","Percentage of repeaters in Grade 2 of primary education, male (%)"
"UIS.REPP.2.GPV.G3","Percentage of repeaters in Grade 3 of lower secondary general education, both sexes (%)"
"UIS.REPP.2.GPV.G3.F","Percentage of repeaters in Grade 3 of lower secondary general education, female (%)"
"UIS.REPP.2.GPV.G3.M","Percentage of repeaters in Grade 3 of lower secondary general education, male (%)"
"UIS.REPP.1.G3","Percentage of repeaters in Grade 3 of primary education, both sexes (%)"
"UIS.REPP.1.G3.F","Percentage of repeaters in Grade 3 of primary education, female (%)"
"UIS.REPP.1.G3.M","Percentage of repeaters in Grade 3 of primary education, male (%)"
"UIS.REPP.2.GPV.G4","Percentage of repeaters in Grade 4 of lower secondary general education, both sexes (%)"
"UIS.REPP.2.GPV.G4.F","Percentage of repeaters in Grade 4 of lower secondary general education, female (%)"
"UIS.REPP.2.GPV.G4.M","Percentage of repeaters in Grade 4 of lower secondary general education, male (%)"
"UIS.REPP.1.G4","Percentage of repeaters in Grade 4 of primary education, both sexes (%)"
"UIS.REPP.1.G4.F","Percentage of repeaters in Grade 4 of primary education, female (%)"
"UIS.REPP.1.G4.M","Percentage of repeaters in Grade 4 of primary education, male (%)"
"UIS.REPP.2.GPV.G5","Percentage of repeaters in Grade 5 of lower secondary general education, both sexes (%)"
"UIS.REPP.2.GPV.G5.F","Percentage of repeaters in Grade 5 of lower secondary general education, female (%)"
"UIS.REPP.2.GPV.G5.M","Percentage of repeaters in Grade 5 of lower secondary general education, male (%)"
"UIS.REPP.1.G5","Percentage of repeaters in Grade 5 of primary education, both sexes (%)"
"UIS.REPP.1.G5.F","Percentage of repeaters in Grade 5 of primary education, female (%)"
"UIS.REPP.1.G5.M","Percentage of repeaters in Grade 5 of primary education, male (%)"
"UIS.REPP.2.GPV.G6","Percentage of repeaters in Grade 6 of lower secondary general education, both sexes (%)"
"UIS.REPP.2.GPV.G6.F","Percentage of repeaters in Grade 6 of lower secondary general education, female (%)"
"UIS.REPP.2.GPV.G6.M","Percentage of repeaters in Grade 6 of lower secondary general education, male (%)"
"UIS.REPP.1.G6","Percentage of repeaters in Grade 6 of primary education, both sexes (%)"
"UIS.REPP.1.G6.F","Percentage of repeaters in Grade 6 of primary education, female (%)"
"UIS.REPP.1.G6.M","Percentage of repeaters in Grade 6 of primary education, male (%)"
"UIS.REPP.1.G7","Percentage of repeaters in Grade 7 of primary education, both sexes (%)"
"UIS.REPP.1.G7.F","Percentage of repeaters in Grade 7 of primary education, female (%)"
"UIS.REPP.1.G7.M","Percentage of repeaters in Grade 7 of primary education, male (%)"
"UIS.REPP.2.GPV.GPI","Percentage of repeaters in lower secondary education, all grades, gender parity index (GPI)"
"UIS.REPP.2.GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)"
"UIS.REPP.2.GPV.F","Percentage of repeaters in lower secondary general education, all grades, female (%)"
"UIS.REPP.2.GPV.M","Percentage of repeaters in lower secondary general education, all grades, male (%)"
"SE.PRM.REPT.ZS","Percentage of repeaters in primary education, all grades, both sexes (%)"
"SE.PRM.REPT.FE.ZS","Percentage of repeaters in primary education, all grades, female (%)"
"UIS.REPP.1.GPI","Percentage of repeaters in primary education, all grades, gender parity index (GPI)"
"SE.PRM.REPT.MA.ZS","Percentage of repeaters in primary education, all grades, male (%)"
"UIS.FEP.56.F600","Percentage of students enrolled in Agriculture programmes in tertiary education who are female (%)"
"UIS.FEP.56.F140","Percentage of students enrolled in Education programmes in tertiary education who are female (%)"
"UIS.FEP.56.F500","Percentage of students enrolled in Engineering, Manufacturing and Construction programmes in tertiary education who are female (%)"
"UIS.FEP.56.F700","Percentage of students enrolled in Health and Welfare programmes in tertiary education who are female (%)"
"UIS.FEP.56.F200","Percentage of students enrolled in Humanities and Arts programmes in tertiary education who are female (%)"
"UIS.OAEP.1","Percentage of students enrolled in primary education who are over-age, both sexes (%)"
"UIS.UAEP.1","Percentage of students enrolled in primary education who are under-age, both sexes (%)"
"UIS.FEP.56.FUK","Percentage of students enrolled in programmes in unspecified fields in tertiary education who are female (%)"
"UIS.FEP.56.F400","Percentage of students enrolled in Science programmes in tertiary education who are female (%)"
"UIS.FEP.56.F800","Percentage of students enrolled in Services programmes in tertiary education who are female (%)"
"UIS.FEP.56.F300","Percentage of students enrolled in Social Sciences, Business and Law programmes in tertiary education who are female (%)"
"UIS.FEP.0","Percentage of students in early childhood education who are female (%)"
"UIS.FEP.01","Percentage of students in early childhood educational development programmes who are female (%)"
"UIS.GTVP.2.GPV","Percentage of students in lower secondary education enrolled in general programmes, both sexes (%)"
"UIS.GTVP.2.V","Percentage of students in lower secondary education enrolled in vocational programmes, both sexes (%)"
"UIS.FEP.2","Percentage of students in lower secondary education who are female (%)"
"UIS.FEP.2.GPV","Percentage of students in lower secondary general education who are female (%)"
"UIS.FEP.2.V","Percentage of students in lower secondary vocational education who are female (%)"
"UIS.GTVP.4.GPV","Percentage of students in post-secondary non-tertiary education enrolled in general programmes, both sexes (%)"
"UIS.GTVP.4.V","Percentage of students in post-secondary non-tertiary education enrolled in vocational programmes, both sexes (%)"
"UIS.FEP.4","Percentage of students in post-secondary non-tertiary education who are female (%)"
"UIS.FEP.4.GPV","Percentage of students in post-secondary non-tertiary general education who are female (%)"
"UIS.FEP.4.V","Percentage of students in post-secondary non-tertiary vocational education who are female (%)"
"SE.PRE.ENRL.FE.ZS","Percentage of students in pre-primary education who are female (%)"
"SE.PRM.ENRL.FE.ZS","Percentage of students in primary education who are female (%)"
"UIS.GTVP.23.GPV","Percentage of students in secondary education enrolled in general programmes, both sexes (%)"
"SE.SEC.ENRL.VO.ZS","Percentage of students in secondary education enrolled in vocational programmes, both sexes (%)"
"SE.SEC.ENRL.FE.ZS","Percentage of students in secondary education who are female (%)"
"SE.SEC.ENRL.GC.FE.ZS","Percentage of students in secondary general education who are female (%)"
"SE.SEC.ENRL.VO.FE.ZS","Percentage of students in secondary vocational education who are female (%)"
"UIS.FOSEP.56.F600","Percentage of students in tertiary education enrolled in Agriculture programmes, both sexes (%)"
"UIS.FOSEP.56.F140","Percentage of students in tertiary education enrolled in Education programmes, both sexes (%)"
"UIS.FOSEP.56.F500","Percentage of students in tertiary education enrolled in Engineering, Manufacturing and Construction programmes, both sexes (%)"
"UIS.FOSEP.56.F700","Percentage of students in tertiary education enrolled in Health and Welfare programmes, both sexes (%)"
"UIS.FOSEP.56.F200","Percentage of students in tertiary education enrolled in Humanities and Arts programmes, both sexes (%)"
"UIS.FOSEP.56.FUK","Percentage of students in tertiary education enrolled in programmes in unspecified fields, both sexes (%)"
"UIS.FOSEP.56.F400","Percentage of students in tertiary education enrolled in Science programmes, both sexes (%)"
"UIS.FOSEP.56.F800","Percentage of students in tertiary education enrolled in Services programmes, both sexes (%)"
"UIS.FOSEP.56.F300","Percentage of students in tertiary education enrolled in Social Sciences, Business and Law programmes, both sexes (%)"
"SE.TER.ENRL.FE.ZS","Percentage of students in tertiary education who are female (%)"
"UIS.FEP.5.B","Percentage of students in tertiary ISCED 5 programmes who are female (%)"
"UIS.FEP.6","Percentage of students in tertiary ISCED 6 programmes who are female (%)"
"UIS.FEP.7","Percentage of students in tertiary ISCED 7 programmes who are female (%)"
"UIS.FEP.8","Percentage of students in tertiary ISCED 8 programmes who are female (%)"
"UIS.GTVP.3.GPV","Percentage of students in upper secondary education enrolled in general programmes, both sexes (%)"
"UIS.GTVP.3.V","Percentage of students in upper secondary education enrolled in vocational programmes, both sexes (%)"
"UIS.FEP.3","Percentage of students in upper secondary education who are female (%)"
"UIS.FEP.3.GPV","Percentage of students in upper secondary general education who are female (%)"
"UIS.FEP.3.V","Percentage of students in upper secondary vocational education who are female (%)"
"UIS.FTP.2","Percentage of teachers in lower secondary education who are female (%)"
"UIS.QUTP.2","Percentage of teachers in lower secondary education who are qualified, both sexes (%)"
"UIS.TRTP.2","Percentage of teachers in lower secondary education who are trained, both sexes (%)"
"UIS.TRTP.2.GPI","Percentage of teachers in lower secondary education who are trained, gender parity index (GPI)"
"UIS.FTP.4","Percentage of teachers in post-secondary non-tertiary education who are female (%)"
"UIS.TRTP.4","Percentage of teachers in post-secondary non-tertiary education who are trained, both sexes (%)"
"UIS.TRTP.4.GPI","Percentage of teachers in post-secondary non-tertiary education who are trained, gender parity index (GPI)"
"SE.PRE.TCHR.FE.ZS","Percentage of teachers in pre-primary education who are female (%)"
"UIS.QUTP.02","Percentage of teachers in pre-primary education who are qualified, both sexes (%)"
"UIS.TRTP.0","Percentage of teachers in pre-primary education who are trained, both sexes (%)"
"UIS.TRTP.0.GPI","Percentage of teachers in pre-primary education who are trained, gender parity index (GPI)"
"SE.PRM.TCHR.FE.ZS","Percentage of teachers in primary education who are female (%)"
"UIS.QUTP.1","Percentage of teachers in primary education who are qualified, both sexes (%)"
"SE.PRM.TCAQ.ZS","Percentage of teachers in primary education who are trained, both sexes (%)"
"UIS.TRTP.1.GPI","Percentage of teachers in primary education who are trained, gender parity index (GPI)"
"SE.SEC.TCHR.FE.ZS","Percentage of teachers in secondary education who are female (%)"
"UIS.QUTP.2T3","Percentage of teachers in secondary education who are qualified, both sexes (%)"
"SE.SEC.TCAQ.ZS","Percentage of teachers in secondary education who are trained, both sexes (%)"
"UIS.TRTP.23.GPI","Percentage of teachers in secondary education who are trained, gender parity index (GPI)"
"SE.TER.TCHR.FE.ZS","Percentage of teachers in tertiary education who are female (%)"
"UIS.FTP.3","Percentage of teachers in upper secondary education who are female (%)"
"UIS.QUTP.3","Percentage of teachers in upper secondary education who are qualified, both sexes (%)"
"UIS.TRTP.3","Percentage of teachers in upper secondary education who are trained, both sexes (%)"
"UIS.TRTP.3.GPI","Percentage of teachers in upper secondary education who are trained, gender parity index (GPI)"
"IT.CMP.PCMP.P2","Personal computers (per 100 people)"
"LO.PIAAC.LIT.BE","PIAAC: Adults by literacy proficiency level (%). Below Level 1"
"LO.PIAAC.LIT.1","PIAAC: Adults by literacy proficiency level (%). Level 1"
"LO.PIAAC.LIT.2","PIAAC: Adults by literacy proficiency level (%). Level 2"
"LO.PIAAC.LIT.3","PIAAC: Adults by literacy proficiency level (%). Level 3"
"LO.PIAAC.LIT.4","PIAAC: Adults by literacy proficiency level (%). Level 4"
